all_diag,dname
BAKERS CYST,sec122_var001_Allopathic Diagnosis
LUMBAR,sec122_var001_Allopathic Diagnosis
EARLY STAGE OF OA,sec122_var001_Allopathic Diagnosis
DEPRESSIN,sec122_var001_Allopathic Diagnosis
SENSORY NEUROPATHY,sec122_var001_Allopathic Diagnosis
POLY MARTHRALGIA,sec122_var001_Allopathic Diagnosis
MENOPAUSAL SYNDROME,sec122_var001_Allopathic Diagnosis
WRIST PAIN - TRAUMA INDUCED,sec122_var001_Allopathic Diagnosis
MASTALGIA FOR EVALUATION.,sec122_var001_Allopathic Diagnosis
GOUT,sec122_var001_Allopathic Diagnosis
ANTERIOR DISC BULGE,sec122_var001_Allopathic Diagnosis
OBLIQUE FRACTURE IN LEFT FINGER.,sec122_var001_Allopathic Diagnosis
OSTEO ARTHRIISRT KNEE,sec122_var001_Allopathic Diagnosis
CERVICAL MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
OA - KNEE,sec122_var001_Allopathic Diagnosis
ARD.,sec122_var001_Allopathic Diagnosis
EPILEPSY,sec122_var001_Allopathic Diagnosis
TENNIS ELBOW/ CS,sec122_var001_Allopathic Diagnosis
CEREBELLAR ATROPHY,sec122_var001_Allopathic Diagnosis
PD DM,sec122_var001_Allopathic Diagnosis
BORDERLINE HYPOTHYROID,sec122_var001_Allopathic Diagnosis
ENDOMETRIAL HYPERPLASIA,sec122_var001_Allopathic Diagnosis
HTN LBA,sec122_var001_Allopathic Diagnosis
C. SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
GATRITIS,sec122_var001_Allopathic Diagnosis
PHEUMONIA,sec122_var001_Allopathic Diagnosis
OA- ADVANCED.,sec122_var001_Allopathic Diagnosis
CERVICAL SPNDYLITIS,sec122_var001_Allopathic Diagnosis
GENERAL WEAKNESS,sec122_var001_Allopathic Diagnosis
HIATUS HERNIA,sec122_var001_Allopathic Diagnosis
IMBALANCE FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MOTOR,sec122_var001_Allopathic Diagnosis
CERVICAL SPINE - SPASM,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLOTIS,sec122_var001_Allopathic Diagnosis
FISTULA-IN-ANO,sec122_var001_Allopathic Diagnosis
DM T2/ VARICOSE VEIN,sec122_var001_Allopathic Diagnosis
SPRAIN,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLITIS,sec122_var001_Allopathic Diagnosis
NEUROPATHY,sec122_var001_Allopathic Diagnosis
TREMORS FOPR EVALUATION,sec122_var001_Allopathic Diagnosis
STROKE.K/C/O ACUTE LATERAL MEDULLARY SYNDROME,sec122_var001_Allopathic Diagnosis
DELAYED CYCLE,sec122_var001_Allopathic Diagnosis
COLITIS,sec122_var001_Allopathic Diagnosis
THYROID,sec122_var001_Allopathic Diagnosis
PAIN IN THE FLANKS.,sec122_var001_Allopathic Diagnosis
LBA/OBESITY,sec122_var001_Allopathic Diagnosis
LUMBAR DISC BULGE,sec122_var001_Allopathic Diagnosis
SCAR ENDOMETRIOSIS,sec122_var001_Allopathic Diagnosis
DENSE PELVIC ADHESIONS,sec122_var001_Allopathic Diagnosis
OBESITY- CHILDHOOD,sec122_var001_Allopathic Diagnosis
GB STONE,sec122_var001_Allopathic Diagnosis
HERNIA,sec122_var001_Allopathic Diagnosis
HEMORRHOIDS,sec122_var001_Allopathic Diagnosis
OBESITY WITH HYPOTHYROIDISM,sec122_var001_Allopathic Diagnosis
ABDOMINAL PAIN,sec122_var001_Allopathic Diagnosis
FUNGAL INFECTION OF THE EARS,sec122_var001_Allopathic Diagnosis
SHOULDER PAIN,sec122_var001_Allopathic Diagnosis
TREMORS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MYOPATHY,sec122_var001_Allopathic Diagnosis
MSA,sec122_var001_Allopathic Diagnosis
CVA- INFARCT,sec122_var001_Allopathic Diagnosis
HEMORRHAGE,sec122_var001_Allopathic Diagnosis
ATROPHY,sec122_var001_Allopathic Diagnosis
STROKE,sec122_var001_Allopathic Diagnosis
ARTERIO-VENOUS ULCER,sec122_var001_Allopathic Diagnosis
OA-KNEE/ ELBOW PAIN FOR EVALUATION.,sec122_var001_Allopathic Diagnosis
DM/ CIRRHOSIS OF LIVER,sec122_var001_Allopathic Diagnosis
CARPLE TUNNEL SYNDROME,sec122_var001_Allopathic Diagnosis
CONVULSIVE DISORDER,sec122_var001_Allopathic Diagnosis
PROXIMAL MYLOPATHY/ LIMB GIRDLE MUSCULAR DYSTROPHY,sec122_var001_Allopathic Diagnosis
POLY MYOSITISIS,sec122_var001_Allopathic Diagnosis
VIT D DEFICENCY,sec122_var001_Allopathic Diagnosis
PVD,sec122_var001_Allopathic Diagnosis
RA- RESOLVED,sec122_var001_Allopathic Diagnosis
MENISCAL TEAR,sec122_var001_Allopathic Diagnosis
LOOSE BODIES IN THE JOINT,sec122_var001_Allopathic Diagnosis
POT NATAL CARE,sec122_var001_Allopathic Diagnosis
POST NATAL CARE / GASTRITIS,sec122_var001_Allopathic Diagnosis
WARTS,sec122_var001_Allopathic Diagnosis
KNEE LIGAMENT INJURY,sec122_var001_Allopathic Diagnosis
KNEE LIGAMENT INJURY/PCOS,sec122_var001_Allopathic Diagnosis
UTERINE FIBROID/ RIGHT OVARIAN HAEMORRHAGIC CYST,sec122_var001_Allopathic Diagnosis
UTERINE FIBROIDS / OVARIAN CYST / MENORRHAGIA,sec122_var001_Allopathic Diagnosis
POST FEVER TIREDNESS,sec122_var001_Allopathic Diagnosis
INJURY MEATATARSAL,sec122_var001_Allopathic Diagnosis
KNEE,sec122_var001_Allopathic Diagnosis
TENDINITID OF LEFT FOOT,sec122_var001_Allopathic Diagnosis
GIDDINESS,sec122_var001_Allopathic Diagnosis
POST LAMINECTOLY STATUS,sec122_var001_Allopathic Diagnosis
SENSORY ATAXIA SECONDARY TO SPINAL REGION,sec122_var001_Allopathic Diagnosis
ABD ANGINA,sec122_var001_Allopathic Diagnosis
LEUCORRHOEA,sec122_var001_Allopathic Diagnosis
SOFT TISSUE INFLAMMATION FOR EVALUATION(CELLULITIS,sec122_var001_Allopathic Diagnosis
),sec122_var001_Allopathic Diagnosis
KNEE PAIN,sec122_var001_Allopathic Diagnosis
NECK PAIN,sec122_var001_Allopathic Diagnosis
OA-KNEE/LBA,sec122_var001_Allopathic Diagnosis
DEMENTIA,sec122_var001_Allopathic Diagnosis
PRE DM,sec122_var001_Allopathic Diagnosis
PERI-MENOPAUSAL SYMPTOMS,sec122_var001_Allopathic Diagnosis
THUMB PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
SUB DELTOID BURSISTSI,sec122_var001_Allopathic Diagnosis
PARTIAL TEAR SUPRASPINATUS,sec122_var001_Allopathic Diagnosis
LBA/CERVICAL SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
LBA/ CERVICAL SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
PER-MENOPAUSAL SYMPTOMS,sec122_var001_Allopathic Diagnosis
IRRITATION IN THE THROAT,sec122_var001_Allopathic Diagnosis
RETAINED CONDOM IN VAGINA,sec122_var001_Allopathic Diagnosis
POST-APPENDICECTOMY,sec122_var001_Allopathic Diagnosis
PSOARISIS,sec122_var001_Allopathic Diagnosis
VULVITIS,sec122_var001_Allopathic Diagnosis
ED,sec122_var001_Allopathic Diagnosis
OA/LBA,sec122_var001_Allopathic Diagnosis
CHRONIC ARTHRITIS IN THE HIP.,sec122_var001_Allopathic Diagnosis
ABSCESS,sec122_var001_Allopathic Diagnosis
OBESITY - MORBID,sec122_var001_Allopathic Diagnosis
HYPERCHOLESTRAMIA,sec122_var001_Allopathic Diagnosis
HYPERCHOLESTEROLEMIA,sec122_var001_Allopathic Diagnosis
NEACK PAIN,sec122_var001_Allopathic Diagnosis
SPASM,sec122_var001_Allopathic Diagnosis
APD ( POST CHOLECYSTECTOMY ),sec122_var001_Allopathic Diagnosis
MENISCAL INJURY,sec122_var001_Allopathic Diagnosis
OBESITY  GRADE - 2,sec122_var001_Allopathic Diagnosis
LEARNING DISABILITY,sec122_var001_Allopathic Diagnosis
LBA/SCIATICA,sec122_var001_Allopathic Diagnosis
ANXIETY,sec122_var001_Allopathic Diagnosis
OBESE,sec122_var001_Allopathic Diagnosis
CA,sec122_var001_Allopathic Diagnosis
DE QUERVAINS TENOSYNOVISITS,sec122_var001_Allopathic Diagnosis
MND,sec122_var001_Allopathic Diagnosis
ALLERGIC RHINITIS/ LBA,sec122_var001_Allopathic Diagnosis
CA - CERVICAL,sec122_var001_Allopathic Diagnosis
OA KNEE/ CERVICAL SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
FEVER/ COLD,sec122_var001_Allopathic Diagnosis
PCOS / SECONDARY INFERTILITY,sec122_var001_Allopathic Diagnosis
DM T1,sec122_var001_Allopathic Diagnosis
JUVENILE DIABETES TYPE 1,sec122_var001_Allopathic Diagnosis
MENORRHAGIA/ ADENOMYOSIS,sec122_var001_Allopathic Diagnosis
LBA/ SCIATICA,sec122_var001_Allopathic Diagnosis
G  B SYNDROME,sec122_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS (COMPRESSION ),sec122_var001_Allopathic Diagnosis
IBS,sec122_var001_Allopathic Diagnosis
DIVERTICULOSIS,sec122_var001_Allopathic Diagnosis
RA-SJOGERN'S SYNDROME,sec122_var001_Allopathic Diagnosis
CERVICAL SPONYLOSIS,sec122_var001_Allopathic Diagnosis
LBA/ RA,sec122_var001_Allopathic Diagnosis
CANAL STENOSIS- L4-5,sec122_var001_Allopathic Diagnosis
PLANTAR FACITIS,sec122_var001_Allopathic Diagnosis
DM2,sec122_var001_Allopathic Diagnosis
EARLY CERVICAL SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
TREPIZIUS SPASM EARLY LUMBAR SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS/ SPASM,sec122_var001_Allopathic Diagnosis
OBESITY WITH PRE DIABETIC,sec122_var001_Allopathic Diagnosis
LBA/ OA,sec122_var001_Allopathic Diagnosis
OA /,sec122_var001_Allopathic Diagnosis
POST MENOPAUSAL SYMPTOMS,sec122_var001_Allopathic Diagnosis
HIP FRACTURE,sec122_var001_Allopathic Diagnosis
NON HEALING PRESSURE SORES,sec122_var001_Allopathic Diagnosis
AMENORRHOEA,sec122_var001_Allopathic Diagnosis
OVULATORY BLEEDING,sec122_var001_Allopathic Diagnosis
INTERMENSTRUAL SPOTTING FOR EVALUATION,sec122_var001_Allopathic Diagnosis
DYSPHAGIA,sec122_var001_Allopathic Diagnosis
GERD,sec122_var001_Allopathic Diagnosis
PERIMENOPAUSAL SYMPTOMS,sec122_var001_Allopathic Diagnosis
PHLEBITIS,sec122_var001_Allopathic Diagnosis
CALCANEAL SPURR,sec122_var001_Allopathic Diagnosis
POST- RIGHT THALAMIC BLEED,sec122_var001_Allopathic Diagnosis
DM OSTEOPOROSIS,sec122_var001_Allopathic Diagnosis
R SHOULDER OA DEGENERATIVE SPINE,sec122_var001_Allopathic Diagnosis
PARASPINAL MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
MORBID OBESITY,sec122_var001_Allopathic Diagnosis
LBA/ CERVICAL PAIN,sec122_var001_Allopathic Diagnosis
PRE-CONCEPTIONAL CARE,sec122_var001_Allopathic Diagnosis
VOMITING,sec122_var001_Allopathic Diagnosis
VIRAL ARTHRITIS,sec122_var001_Allopathic Diagnosis
POST COMPRESSION # LBA,sec122_var001_Allopathic Diagnosis
ANKLE SPRAIN -RESOLVED,sec122_var001_Allopathic Diagnosis
OLIGOMENORRHOEA FOR EVALUATION ./ PMS,sec122_var001_Allopathic Diagnosis
FOOT PAIN,sec122_var001_Allopathic Diagnosis
RA - EARLY STAGE,sec122_var001_Allopathic Diagnosis
POST FISTULECTOMY,sec122_var001_Allopathic Diagnosis
H/O AKT,sec122_var001_Allopathic Diagnosis
RIGHT SHOULDER PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
HIP PAIN,sec122_var001_Allopathic Diagnosis
LIG INJURY KEE JOINT,sec122_var001_Allopathic Diagnosis
VESTIBULAR NURANITIS,sec122_var001_Allopathic Diagnosis
DERMATITIS,sec122_var001_Allopathic Diagnosis
LIVER DISEASES,sec122_var001_Allopathic Diagnosis
GOLFER'S ELBOW.,sec122_var001_Allopathic Diagnosis
TENSOR FACIA LATA SYNDROME.,sec122_var001_Allopathic Diagnosis
L ANS C SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
OA KNEE/ GANGLION,sec122_var001_Allopathic Diagnosis
ABDOMINAL OBESITY,sec122_var001_Allopathic Diagnosis
C SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
BACK PAIN SECONDARY TO SCOLIOSIS,sec122_var001_Allopathic Diagnosis
PCOS / PRE-CONCEPTIONAL CARE,sec122_var001_Allopathic Diagnosis
NPHWITH SHUNT,sec122_var001_Allopathic Diagnosis
DLBD -,sec122_var001_Allopathic Diagnosis
BRAIN ATROPY (MSA),sec122_var001_Allopathic Diagnosis
C SPONDYLITIS,sec122_var001_Allopathic Diagnosis
CYSTOCELE,sec122_var001_Allopathic Diagnosis
2ND DEGREE UTERINE DESCEND,sec122_var001_Allopathic Diagnosis
FROZEN SHOULDER _ RESOLVING,sec122_var001_Allopathic Diagnosis
LEFT- FRSH ATTACK OF FROZEN SHOULDER,sec122_var001_Allopathic Diagnosis
SCANTY BLEEDING,sec122_var001_Allopathic Diagnosis
INJURY LEFT KNEE,sec122_var001_Allopathic Diagnosis
DVT,sec122_var001_Allopathic Diagnosis
OSTEO ARTHRITIS,sec122_var001_Allopathic Diagnosis
DMT2 WITH OBESITY,sec122_var001_Allopathic Diagnosis
SJOGERN'S SYNDROME,sec122_var001_Allopathic Diagnosis
JOINT PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
POST LSCS COMPLICATION,sec122_var001_Allopathic Diagnosis
SENSORY,sec122_var001_Allopathic Diagnosis
MOTOR NEUROPATHY,sec122_var001_Allopathic Diagnosis
DYSMENORRHOEA FOR EVALUATION,sec122_var001_Allopathic Diagnosis
HYPERCHOLESTEREMIA - TRIGLYCEREDEMIA,sec122_var001_Allopathic Diagnosis
CERVICAL MYELOPATHY,sec122_var001_Allopathic Diagnosis
DIABETES KETOACIDOSIS,sec122_var001_Allopathic Diagnosis
TYPE1 DM,sec122_var001_Allopathic Diagnosis
RTA SEQUEL,sec122_var001_Allopathic Diagnosis
MYASTHENIA GRAVIS,sec122_var001_Allopathic Diagnosis
NEUROPATHY.,sec122_var001_Allopathic Diagnosis
MULTIPLE SCLEROSIS,sec122_var001_Allopathic Diagnosis
/GAL BLADDER CALCULI,sec122_var001_Allopathic Diagnosis
URTICARIA- DUST MITE ALLERGY,sec122_var001_Allopathic Diagnosis
BAKER'S CYST,sec122_var001_Allopathic Diagnosis
OA KNEE/ NEUROPATHY CHANGES,sec122_var001_Allopathic Diagnosis
PARKISONS,sec122_var001_Allopathic Diagnosis
DM T2 WITH HYPERTRIGLYCERIDEMIA,sec122_var001_Allopathic Diagnosis
RHEUMATOID ARTHRITIS,sec122_var001_Allopathic Diagnosis
DE QUERVEINS SYNDROME.,sec122_var001_Allopathic Diagnosis
R -THUMB - TRIGGER SYNDROME.,sec122_var001_Allopathic Diagnosis
WRITERS CRAMPS,sec122_var001_Allopathic Diagnosis
DM WITH PERIPHERAL NEUROPATHY CAD,sec122_var001_Allopathic Diagnosis
CHONDROMALACIA PATELLAE,sec122_var001_Allopathic Diagnosis
DISC BULGE AT L4-L5,sec122_var001_Allopathic Diagnosis
OSA-,sec122_var001_Allopathic Diagnosis
VERICOSEVEINS,sec122_var001_Allopathic Diagnosis
RENAL PARANCHYMAL DISEASES,sec122_var001_Allopathic Diagnosis
ARTERIAL OBSTRUCTION - BILATERAL,sec122_var001_Allopathic Diagnosis
LEFT BREAST LUMP FOR EVALUATION,sec122_var001_Allopathic Diagnosis
OA - ADVANCED,sec122_var001_Allopathic Diagnosis
( ROTATORY CUFF SYNDROME,sec122_var001_Allopathic Diagnosis
TENNIS ELBOW.,sec122_var001_Allopathic Diagnosis
BACK PAIN  FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MUSCLE FATIGUE,sec122_var001_Allopathic Diagnosis
IMBALANCE FOR EVALAUATION,sec122_var001_Allopathic Diagnosis
EARLY OA,sec122_var001_Allopathic Diagnosis
CARPAL TUNNEL SYNDROME,sec122_var001_Allopathic Diagnosis
L5-S1 COMPRESSION,sec122_var001_Allopathic Diagnosis
JOINT PAIN,sec122_var001_Allopathic Diagnosis
MENOPAUSAL SYMPTOMS,sec122_var001_Allopathic Diagnosis
GASTROPATHY,sec122_var001_Allopathic Diagnosis
NEURALGIA OF LOWER LIMB,sec122_var001_Allopathic Diagnosis
SENSORY NEURPATHY,sec122_var001_Allopathic Diagnosis
OA- EARLY,sec122_var001_Allopathic Diagnosis
POST TURP,sec122_var001_Allopathic Diagnosis
DEQUIRVEIN,sec122_var001_Allopathic Diagnosis
S SYNDROME,sec122_var001_Allopathic Diagnosis
JUVENILE DM TYPE1,sec122_var001_Allopathic Diagnosis
VASCULAR SCEROSIS,sec122_var001_Allopathic Diagnosis
PRE CONCEIVING COUNSELING.,sec122_var001_Allopathic Diagnosis
IVDP.,sec122_var001_Allopathic Diagnosis
SENSORY NEUROPATHY.,sec122_var001_Allopathic Diagnosis
GOUTY ARTHRITIS,sec122_var001_Allopathic Diagnosis
LUMBAR PARASPINAL MUSCLE SPASM,sec122_var001_Allopathic Diagnosis
KNEE PAIN FOREVALUATION,sec122_var001_Allopathic Diagnosis
MOUTH ULCERS,sec122_var001_Allopathic Diagnosis
AGE RELATED DEGENEARATION,sec122_var001_Allopathic Diagnosis
MUSCLE STRAIN WITH MILD NERVE COMPRESSION OVER THE LUMBAR AREA,sec122_var001_Allopathic Diagnosis
OA WITH INCREASED URIC ACID,sec122_var001_Allopathic Diagnosis
HAND PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
LUMBAR SPINE - NERVE ROOT COMPRESSION,sec122_var001_Allopathic Diagnosis
NERVE PULLING,sec122_var001_Allopathic Diagnosis
CERVICAL MYLOPATHY POST SURGICAL STATUS.,sec122_var001_Allopathic Diagnosis
DSENSORY NEUROPATHY,sec122_var001_Allopathic Diagnosis
CALK MUSCLE PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CALF MUSCLE PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
CRF,sec122_var001_Allopathic Diagnosis
PD - EARLY.,sec122_var001_Allopathic Diagnosis
ANKLE - SUB TALAR OA,sec122_var001_Allopathic Diagnosis
PES PLANUS.,sec122_var001_Allopathic Diagnosis
TRIGEMINAL NURALGIA.,sec122_var001_Allopathic Diagnosis
LBA- FOR EVALUATION,sec122_var001_Allopathic Diagnosis
ANKYLOLYSING SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
ATAXIA - CEREBELLAR.,sec122_var001_Allopathic Diagnosis
TENIA,sec122_var001_Allopathic Diagnosis
BAKER'S CYST.-L KNEE.,sec122_var001_Allopathic Diagnosis
MENISCAL INJURY - LATERLA - LEFT KNEE.,sec122_var001_Allopathic Diagnosis
MENISCAL DEGENERATIVE CHANGE,sec122_var001_Allopathic Diagnosis
PES PLANUS,sec122_var001_Allopathic Diagnosis
ESSENTIAL TREMERS,sec122_var001_Allopathic Diagnosis
WITH PERIPHERAL NEUROAPTHY,sec122_var001_Allopathic Diagnosis
LIGAMENT TEAR,sec122_var001_Allopathic Diagnosis
ICTHIOSIS,sec122_var001_Allopathic Diagnosis
POLY ARTHRITIS,sec122_var001_Allopathic Diagnosis
#,sec122_var001_Allopathic Diagnosis
DRY SKIN SYNDROME,sec122_var001_Allopathic Diagnosis
METABOLIC DISORDER,sec122_var001_Allopathic Diagnosis
VASCULAR INSUFFICIENCY,sec122_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY,sec122_var001_Allopathic Diagnosis
FISSURE -IN ANO,sec122_var001_Allopathic Diagnosis
LBA / SCIATICA,sec122_var001_Allopathic Diagnosis
PAIN IN THE FLANK,sec122_var001_Allopathic Diagnosis
TENNIS ELBOW,sec122_var001_Allopathic Diagnosis
CELLULITIS/BR ASTHMA/HTN / DM /LBA,sec122_var001_Allopathic Diagnosis
SWELLING FOR EVALUATION,sec122_var001_Allopathic Diagnosis
COSTOCHONDRITIS,sec122_var001_Allopathic Diagnosis
POST # SHIN PAIN,sec122_var001_Allopathic Diagnosis
BRACHIAL PLEXUS INJURY . IVDP,sec122_var001_Allopathic Diagnosis
PYREXIA (UTI),sec122_var001_Allopathic Diagnosis
KNEE PAIN EVALUATION,sec122_var001_Allopathic Diagnosis
CERVICAL DISC PROLAPSE - POST OPERATIVE,sec122_var001_Allopathic Diagnosis
PD-PSP,sec122_var001_Allopathic Diagnosis
/VBI,sec122_var001_Allopathic Diagnosis
BRACHIAL NEURALGIA,sec122_var001_Allopathic Diagnosis
AVN TALUS,sec122_var001_Allopathic Diagnosis
EPIXTASIS FOR EVALUATION,sec122_var001_Allopathic Diagnosis
ANSARINE  BURSITIS,sec122_var001_Allopathic Diagnosis
.,sec122_var001_Allopathic Diagnosis
OA B/L KNEE,sec122_var001_Allopathic Diagnosis
BACK PAIN FOR EVALUATION.,sec122_var001_Allopathic Diagnosis
LBA-IVDP,sec122_var001_Allopathic Diagnosis
HEADACHE FOR EVALUATION.,sec122_var001_Allopathic Diagnosis
LOW BACK PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
OA.,sec122_var001_Allopathic Diagnosis
LAZYNESS,sec122_var001_Allopathic Diagnosis
BRACHIAL PLEXUS INJURY,sec122_var001_Allopathic Diagnosis
CERVICAL MYLOPATHY.,sec122_var001_Allopathic Diagnosis
MYASTANIA GRAVIS,sec122_var001_Allopathic Diagnosis
SCLERODERMA,sec122_var001_Allopathic Diagnosis
HYPERCHOLESTERMIA WITH OVERWEIGHT,sec122_var001_Allopathic Diagnosis
POLYARTHRITIS WITH OSTEOPOROSIS,sec122_var001_Allopathic Diagnosis
ACHILLIES TENDONITIS,sec122_var001_Allopathic Diagnosis
LGMD,sec122_var001_Allopathic Diagnosis
TYPE 1 DM,sec122_var001_Allopathic Diagnosis
SHOULDERT PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
PHANTOM TREMORS,sec122_var001_Allopathic Diagnosis
BELL'S  PALSY,sec122_var001_Allopathic Diagnosis
H/O BELL'S  PALSY,sec122_var001_Allopathic Diagnosis
CARPEL TUNNEL SYNDROME,sec122_var001_Allopathic Diagnosis
WITH MUSCLE STRAIN,sec122_var001_Allopathic Diagnosis
PEM,sec122_var001_Allopathic Diagnosis
ANARINE BURSITIS,sec122_var001_Allopathic Diagnosis
POLYARTHRITIS  FOR EVALUATION,sec122_var001_Allopathic Diagnosis
MICROSCOPIC POLY ANGITIS,sec122_var001_Allopathic Diagnosis
CABG - POST,sec122_var001_Allopathic Diagnosis
ESSENTIAL TREMORS,sec122_var001_Allopathic Diagnosis
PROGRESSIVE MOTOR NEURON DISEASE,sec122_var001_Allopathic Diagnosis
HPV INFECTION,sec122_var001_Allopathic Diagnosis
TMJ,sec122_var001_Allopathic Diagnosis
EPIMENORRHOEA,sec122_var001_Allopathic Diagnosis
1ST DEGREE UTERINE DESCEND,sec122_var001_Allopathic Diagnosis
CHOLELITHIASIS WITH PROSTATOMEGALY,sec122_var001_Allopathic Diagnosis
HYPERTRIGLYCEREDEMIA,sec122_var001_Allopathic Diagnosis
ANKLE PAIN,sec122_var001_Allopathic Diagnosis
VITILIGO,sec122_var001_Allopathic Diagnosis
POST SPINAL INJURY,sec122_var001_Allopathic Diagnosis
PARA PLEGIA,sec122_var001_Allopathic Diagnosis
CAL PAIN FOR EVALUATION,sec122_var001_Allopathic Diagnosis
COMMON COLD,sec122_var001_Allopathic Diagnosis
IRREGULAR MENSUS,sec122_var001_Allopathic Diagnosis
LBA FOR EVALUATION,sec122_var001_Allopathic Diagnosis
AVN,sec122_var001_Allopathic Diagnosis
ANKYLOSIS SPONDYLITIS,sec122_var001_Allopathic Diagnosis
CKD/ FEVER,sec122_var001_Allopathic Diagnosis
KIDNEY DISEASE,sec122_var001_Allopathic Diagnosis
LOWER BACK PAIN EVALUATION,sec122_var001_Allopathic Diagnosis
HYPERLIPIDEMIA,sec122_var001_Allopathic Diagnosis
DIABETIC CHRONIC KIDNEY DISEASE,sec122_var001_Allopathic Diagnosis
ANKYLOSING SPONDYTIS  WITH B/L HIP JOINT ARTHROPATHY.,sec122_var001_Allopathic Diagnosis
HALUS VALGUS,sec122_var001_Allopathic Diagnosis
ACHILLES TENDONITIS,sec122_var001_Allopathic Diagnosis
LUMBAR NERVE ROOT COMPRESSION,sec122_var001_Allopathic Diagnosis
PHARYNGITIS,sec122_var001_Allopathic Diagnosis
BACK PAIN EVALUATION,sec122_var001_Allopathic Diagnosis
ALS,sec122_var001_Allopathic Diagnosis
IVDP FOR EVALUATION,sec122_var001_Allopathic Diagnosis
DEGENERARTIVE OA,sec122_var001_Allopathic Diagnosis
DE QUERVAINS TENOSYNOVITIS,sec122_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS/ OA KNEE,sec122_var001_Allopathic Diagnosis
TREPIZIUS SPASM,sec122_var001_Allopathic Diagnosis
LBA- LUMBAGO,sec122_var001_Allopathic Diagnosis
COCCYDYNIA,sec122_var001_Allopathic Diagnosis
DM T2/ OA,sec122_var001_Allopathic Diagnosis
QUADRICEPS TENDINITIS,sec122_var001_Allopathic Diagnosis
ANKLOSING SPONDYLOSIS,sec122_var001_Allopathic Diagnosis
LOWER BACK EVALUATION,sec122_var001_Allopathic Diagnosis
CEREBELLAR ATXIA,sec122_var001_Allopathic Diagnosis
DYSLIPEDEMIA,sec122_var001_Allopathic Diagnosis
PROSTATE-ADENO CARCINOMA,sec122_var001_Allopathic Diagnosis
OA ADVANCED,sec122_var001_Allopathic Diagnosis
LUMBAR SPONDYLSIS,sec122_var001_Allopathic Diagnosis
DJD KNEE,sec122_var001_Allopathic Diagnosis
SPODYLOSIS,sec122_var001_Allopathic Diagnosis
POST PNEUMONIA,sec122_var001_Allopathic Diagnosis
MCTD FLARE,sec122_var001_Allopathic Diagnosis
LBA - LUMBO SACRAL STRAIN,sec122_var001_Allopathic Diagnosis
POST OP COMPLICATION,sec122_var001_Allopathic Diagnosis
NEUROPATHY CHANGES,sec122_var001_Allopathic Diagnosis
DUE TO SURGERY,sec122_var001_Allopathic Diagnosis
GRADE 2 PROSTATOMEGALLY,sec122_var001_Allopathic Diagnosis
T 2 DM,sec122_var001_Allopathic Diagnosis
LOW BACK ACHE,sec122_var001_Allopathic Diagnosis
DMT2 WITH ESST. HTN,sec122_var001_Allopathic Diagnosis
EPILEPSY/ LBA,sec122_var001_Allopathic Diagnosis
CALF PAIN,sec122_var001_Allopathic Diagnosis
DUPUYTREN'S CONTRACTURE,sec122_var001_Allopathic Diagnosis
RIGHT HAND,sec122_var001_Allopathic Diagnosis
DUPYTRYNS CONTRACTURE RIGHT HAND,sec122_var001_Allopathic Diagnosis
GB SYNDROME,sec122_var001_Allopathic Diagnosis
OA- KNEE,sec122_var001_Allopathic Diagnosis
SCITICA,sec122_var001_Allopathic Diagnosis
INFLAMMATORY ARTHRITIS,sec122_var001_Allopathic Diagnosis
ACID PEPTIC DISEASE,sec122_var001_Allopathic Diagnosis
BILATERAL LOWER LIMB VARICOSE VEINS,sec122_var001_Allopathic Diagnosis
HYPO THYROIDSM,sec122_var001_Allopathic Diagnosis
BILATERAL OSTEO ARTHRITIS OF KNEES,sec122_var001_Allopathic Diagnosis
INFLAMATORY POLY ARTHRITIS,sec122_var001_Allopathic Diagnosis
