season,Code,description,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
02 Grishma Rutu,S2.10,Shiroroga - Shirahshoola,,,6,6,4,7,20,3
02 Grishma Rutu,S2.13,Shiroroga - Anantavaata,,,,,1,1,,
02 Grishma Rutu,S2.14,Shiroroga - Ardhaavabhedaka,,,,,1,1,2,3
02 Grishma Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,,,2,,1,3,1,
02 Grishma Rutu,S2.16.1,Shiroroga - Kaphaja Shiroroga - Shirahshoola,,,,,,1,,1
02 Grishma Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,,,,,,,1,
02 Grishma Rutu,S2.25.2,Shiroroga - Vaataja Shiroroga - Shirahshoola,,,,,,1,,1
02 Grishma Rutu,S2.5,Shiroroga - Shira Abhihata,,,,,1,,,
02 Grishma Rutu,S3.0,Shotha,,,3,7,5,7,12,10
02 Grishma Rutu,S3.3,Shrama,,,2,,2,3,12,3
02 Grishma Rutu,S3A.0,Shrama,,,,,,,,1
02 Grishma Rutu,S4.0,Shvaasa,,,2,3,16,14,9,11
02 Grishma Rutu,S4.2,Shvaasa-kshudra shvasa,,,,,,,,1
02 Grishma Rutu,S4.4,Shvaasa-tamaka shvasa,,,1,1,,,,
02 Grishma Rutu,S5.0,Shvitra,,,,2,1,,1,
02 Grishma Rutu,U1.0,Udaavarta,,,,1,1,1,,
02 Grishma Rutu,U2.0,Udara,,,,,1,,,
02 Grishma Rutu,U2.4,Udara- yakrut-pleeha,,,,,,1,2,
02 Grishma Rutu,U2.6,Udara-jalodara,,,,,,1,1,
02 Grishma Rutu,U3.0,Udarda,,,,2,,,,
02 Grishma Rutu,U4.0,Unmaada,,,,3,2,1,,1
02 Grishma Rutu,U4.7,Unmaada - Manokhedaja,,,,,,,,1
02 Grishma Rutu,V.10,Vatavyadhi - Avrita Vata,,,,,,,,1
02 Grishma Rutu,V1.0,Vaatarakta,,,22,12,21,32,32,38
02 Grishma Rutu,V1.2,Vaatarakta - Gambheera,,,,,1,,,
02 Grishma Rutu,V1.4,Vaatarakta - Kaphaadhika Vaatarakta,,,,,,,1,
02 Grishma Rutu,V1.5,Vaatarakta - Pittaadhika Vaatarakta,,,,,,,1,
02 Grishma Rutu,V1.7,Vaatarakta - Uttaana,,,,,,2,,
02 Grishma Rutu,V1.8,Vaatarakta - Vaata Kaphaja,,,,,1,,,
02 Grishma Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,,,,,,,,1
02 Grishma Rutu,V10.20,Vatavyadhi - Avrita Vata - Prana avrita Samana,,,,,,,,1
02 Grishma Rutu,V10.24,Vatavyadhi - Avrita Vata - Raktavrita Vata,,,,,,,,1
02 Grishma Rutu,V11.10,Vatavyadhi - Gatatva  - Siragata Vata,,,,,,,,1
02 Grishma Rutu,V11.4,Vatavyadhi - Gatatva  - Mamsamedogata Vata,,,,,,,,1
02 Grishma Rutu,V11.6,Vatavyadhi - Gatatva  - Raktagata Vata,,,,,,,,1
02 Grishma Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,,,,,,,,1
02 Grishma Rutu,V12.0,Visphota,,,1,,,,,
02 Grishma Rutu,V13.0,Vrana,,,,3,,3,2,1
02 Grishma Rutu,V13.1.0,Vrana - Aagantuja (Sadyo) Vrana,,,,,1,1,,
02 Grishma Rutu,V13.1.4,Vrana - Aagantuja (Sadyo) Vrana - Ghrishta Aagantuja Vrana,,,1,,,,,
02 Grishma Rutu,V13.11,Vrana - Pitta Vaataja Vrana,,,1,,,,,
02 Grishma Rutu,V13.3,Vrana - Dushta Vrana,,,1,,1,2,1,4
02 Grishma Rutu,V13.4,Vrana - Jeerna Vrana,,,,,1,,,
02 Grishma Rutu,V15.0,Vriddhi,,,,,,1,,
02 Grishma Rutu,V15.1,Vriddhi - Aantraja,,,1,,,,1,1
02 Grishma Rutu,V16.0,Vrikka Roga,,,,1,3,9,14,7
02 Grishma Rutu,V2.0,Vaatavyaadhi,,,100,205,183,132,84,99
02 Grishma Rutu,V2.10,Vaatavyaadhi - Avabaahuka,,,19,10,50,74,116,58
02 Grishma Rutu,V2.13,Vaatavyaadhi - Avasthaa - Supti,,,1,,1,,,
02 Grishma Rutu,V2.15,Vaatavyaadhi - Baadhirya,,,1,,,,,
02 Grishma Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,,,,1,,,1,1
02 Grishma Rutu,V2.19,Vaatavyaadhi - Dandaapataanaka,,,,,,,,1
02 Grishma Rutu,V2.2,Vaatavyaadhi - Aadhmaana,,,2,1,9,7,13,4
02 Grishma Rutu,V2.21,Vaatavyaadhi - Ekaangavaata,,,2,,3,,1,
02 Grishma Rutu,V2.23,Vaatavyaadhi - Gridhrasee,,,77,63,117,170,239,183
02 Grishma Rutu,V2.25,Vaatavyaadhi - Hanugraha,,,,,,,1,
02 Grishma Rutu,V2.3.0,Vaatavyaadhi - Aakshepaka,,,,,,1,,1
02 Grishma Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,,,1,,,,,
02 Grishma Rutu,V2.30,Vaatavyaadhi - Jaanugata Vaata,,,22,1,8,,1,1
02 Grishma Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,,,,,2,,,
02 Grishma Rutu,V2.34.0,Vaatavyaadhi - Kampa,,,1,4,5,8,13,16
02 Grishma Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,,,,,,,,1
02 Grishma Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,,,50,19,12,8,5,20
02 Grishma Rutu,V2.38,Vaatavyaadhi - Khanja,,,1,,1,,,2
02 Grishma Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,,,,,,,,1
02 Grishma Rutu,V2.4.2,Vaatavyaadhi - Aavritavaata - Pittaavrita Vaata,,,1,,,,,
02 Grishma Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,,,,1,2,2,2,1
02 Grishma Rutu,V2.44,Vaatavyaadhi - Majjaagata Vaata,,,,,,1,4,
02 Grishma Rutu,V2.45,Vaatavyaadhi - Majjaasthigata Vaata,,,,,,1,1,
02 Grishma Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,,,2,,,,,
02 Grishma Rutu,V2.47,Vaatavyaadhi - Manyaastambha,,,6,,,1,1,2
02 Grishma Rutu,V2.48,Vaatavyaadhi - Medogata Vaata,,,,,,1,,
02 Grishma Rutu,V2.53,Vaatavyaadhi - Paadadaaha,,,,1,,,2,
02 Grishma Rutu,V2.55,Vaatavyaadhi - Paarshvagata Vaata,,,1,,,,,
02 Grishma Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,,,,,,,1,
02 Grishma Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,,,5,5,15,19,19,16
02 Grishma Rutu,V2.57,Vaatavyaadhi - Pangutva,,,1,1,,1,2,2
02 Grishma Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,,,,1,1,,,
02 Grishma Rutu,V2.62,Vaatavyaadhi - Raktagata Vaata,,,1,,,,,
02 Grishma Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,,,175,121,219,222,299,286
02 Grishma Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,,,13,2,1,,,1
02 Grishma Rutu,V2.65,Vaatavyaadhi - Shaakhaagata Vaata,,,2,,,,1,
02 Grishma Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,,,1,4,1,1,1,
02 Grishma Rutu,V2.7,Vaatavyaadhi - Ardita,,,,2,2,2,2,
02 Grishma Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,,,,,1,,1,1
02 Grishma Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,,,5,4,4,1,12,14
02 Grishma Rutu,V2.77,Vaatavyaadhi - Vishvaachee,,,5,,1,,2,4
02 Grishma Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,,,1,2,5,1,,
02 Grishma Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,,,4,3,14,10,4,6
02 Grishma Rutu,V3.0,Vandhyatava,,,1,1,3,,1,
02 Grishma Rutu,V3.1,Vandhyatava - Kaka Vandya,,,,,,,2,
02 Grishma Rutu,V5.0,Vibandha,,,3,1,2,3,7,1
02 Grishma Rutu,V5.1,Vibandha - Mala Vibandha,,,1,1,5,4,11,1
02 Grishma Rutu,V5.2,Vibandha - Mootra Vibandha,,,,,1,,,
02 Grishma Rutu,V6.0,Vidradhi,,,1,,3,1,,4
02 Grishma Rutu,V6.21,Vidradhi - Vrikkagata,,,,,,,,1
02 Grishma Rutu,V9.0,Visarpa,,,,,,2,,1
02 Grishma Rutu,Y1,Yakrit Dosha,,,3,2,4,2,3,1
02 Grishma Rutu,Y2,Yoni Kandu,,,,,1,,,
02 Grishma Rutu,Y8.0,Yonivyaapad,,,1,,,,,
02 Grishma Rutu,Y8.10,Yonivyaapad - Karninee,,,,,1,,,
02 Grishma Rutu,Y8.12,Yonivyaapad - Mahaayoni,,,,,1,,,
02 Grishma Rutu,Y8.13,Yonivyaapad - Pariplutaa,,,,,,,2,1
02 Grishma Rutu,Y8.23,Yonivyaapad - Udaavartaa,,,1,,,,,
02 Grishma Rutu,k12.0,Kushtha,,,5,16,20,12,16,6
02 Grishma Rutu,k12.10,Kushtha-mandala,,,,1,,,,
02 Grishma Rutu,k12.16,Kushtha-vicharchika,,,4,2,,,3,
02 Grishma Rutu,k12.17,Kushtha-vipadika,,,,1,,1,2,2
02 Grishma Rutu,k12.18,Kushtha-visphotaka,,,,,,,,1
02 Grishma Rutu,k12.3,Kushtha-charmadala,,,1,1,,,,
02 Grishma Rutu,k12.5,Kushtha-dadru,,,1,,,,1,1
02 Grishma Rutu,k12.6,Kushtha-ekakushta,,,,,1,,1,1
02 Grishma Rutu,k12.9,Kushtha-kitibha,,,1,3,3,4,4,1
02 Grishma Rutu,k8.0,Kshaya,,,,1,,,1,
03 Varsha Rutu,A1.0,Aamadosha,,,,,,2,,
03 Varsha Rutu,A11.0,Arshas,,,1,6,4,6,5,8
03 Varsha Rutu,A11.1,Arsha - Charmakeela,,,1,,,,2,
03 Varsha Rutu,A11.10,Arsha - Raktaja Arsha,,,2,,,,,
03 Varsha Rutu,A11.18,Arsha - Yonija Arsha,,,1,,,,,
03 Varsha Rutu,A11.3,Arsha - Kaphaja Arsha,,,,,,,1,
03 Varsha Rutu,A11.8,Arsha - Pitta Raktaja Arsha,,,1,,,,,
03 Varsha Rutu,A12.0,Artava Vyapad,,,3,1,,9,11,1
03 Varsha Rutu,A12.1,Artava Vyapad - Anartava,,,1,,1,,,
03 Varsha Rutu,A12.10,Artava Vyapad - Artava Kshaya,,,,,,,,3
03 Varsha Rutu,A12.11,ARTAVA VYAPAD - Pushpaghni Jataharini,,,,,,,3,3
03 Varsha Rutu,A12.3,Artava Vyapad - Kaphaja,,,1,,,,,
03 Varsha Rutu,A12.5,Artava Vyapad - Kunapagandhi,,,,1,,,,
03 Varsha Rutu,A13.0,Ashmaree,,,2,1,5,3,2,3
03 Varsha Rutu,A13.2,Ashmaree - Pittaja,,,,,3,2,,2
03 Varsha Rutu,A16.0,Atisaara,,,2,2,4,3,1,4
03 Varsha Rutu,A16.1,Atisaara- kapha,,,,1,,,,
03 Varsha Rutu,A16.2,Atisaara- pitta,,,,1,,,,
03 Varsha Rutu,A17.0,Aatopa,,,,,,1,,
03 Varsha Rutu,A2.0,Aamavaata,,,18,41,61,62,74,81
03 Varsha Rutu,A2.1,Aamavaata - Kaphaja,,,3,,,1,,2
03 Varsha Rutu,A2.3,Aamavaata - Vaataja,,,8,3,,1,,
03 Varsha Rutu,A3.0,Abhighataja Shoola,,,5,8,19,33,36,63
03 Varsha Rutu,A4.0,Agnimaandya,,,,1,,1,5,2
03 Varsha Rutu,A5.0,Ajeerna,,,,1,4,,3,1
03 Varsha Rutu,A5.1,Ajeerna- vidagdhajeerna,,,,,,,2,1
03 Varsha Rutu,A5.2,Ajeerna-Amajeerna,,,1,,,,,
03 Varsha Rutu,A5.3,Ajeerna-vishtabdhajeerna,,,,,,,1,
03 Varsha Rutu,A6.0,Amlapitta,,,11,19,34,36,39,34
03 Varsha Rutu,A6.1,Amlapitta-Adhoga,,,1,,,,1,
03 Varsha Rutu,A6.2,Amlapitta-Urdhwaga,,,4,2,2,1,4,6
03 Varsha Rutu,A7.0,Anaha,,,2,2,,3,3,1
03 Varsha Rutu,A7A.0,Anidra,,,,,1,1,1,3
03 Varsha Rutu,A8.0,Apasmaara,,,,,2,4,,3
03 Varsha Rutu,A8.4,Apasmaara - Kaphaja,,,,1,,,,
03 Varsha Rutu,A9.0,Arbuda,,,,2,1,5,1,3
03 Varsha Rutu,A9.1,Arbuda - Kaphaja,,,,,,,,1
03 Varsha Rutu,A9.2,Arbuda - Maamsaja,,,,,,,1,1
03 Varsha Rutu,A9.4,Arbuda - Medoja Arbuda - Shuddha Vrana,,,,,,,,1
03 Varsha Rutu,Anidra,A7A.0,,,,,1,1,2,2
03 Varsha Rutu,B1.0,Baala Roga,,,,,1,1,,
03 Varsha Rutu,B1.14,Baala Roga - Baala Shosha,,,,,1,,,
03 Varsha Rutu,B1.34,Baala Roga - Krimi Roga,,,,1,,,,2
03 Varsha Rutu,B1.38,Baala Roga – sahaja Vikara,,,1,,,,,
03 Varsha Rutu,B1.9,Baala Roga -  Samvardana Vikara,,,1,,,1,3,
03 Varsha Rutu,B2.0,Bhagandara,,,,1,1,3,,
03 Varsha Rutu,B2.1,Bhagandara - Arsho Bhagandara,,,1,1,,,,
03 Varsha Rutu,B3.0,Bhagna,,,2,3,6,5,6,12
03 Varsha Rutu,B3.1.2,Bhagna - Kaanda Bhagna - Asthichhallaka Kaanda Bhagna,,,,,2,,,
03 Varsha Rutu,B5,Bhrama,,,1,,1,6,5,7
03 Varsha Rutu,C1.0,Chhardi,,,,,,,,1
03 Varsha Rutu,D0.0,Daaha,,,,,1,,,
03 Varsha Rutu,D0.1,Daaha - Sthaanabhedena,,,,,,,1,1
03 Varsha Rutu,D0.8,Daaha - Sthaanabhedena - Paada Daaha,,,,,,,3,
03 Varsha Rutu,D1.0,Dourbalya,,,,2,2,3,4,6
03 Varsha Rutu,G1.6,Garbhapoorva Paricharya,,,,,,,1,
03 Varsha Rutu,G13.0,Gulma,,,1,,1,,1,
03 Varsha Rutu,G3.0,Garbhapata,,,,,,1,,
03 Varsha Rutu,G5.0,Garbhavrudhi,,,,,1,,,
03 Varsha Rutu,G6.0,Garbhini,,,1,1,,3,5,1
03 Varsha Rutu,G6.1,Garbhini - chardi,,,,,1,,,
03 Varsha Rutu,G8.0,Grahanee,,,,2,6,6,2,
03 Varsha Rutu,G8.1,Grahanee-kaphaj,,,,,,,1,
03 Varsha Rutu,G8.5,Grahanee-Vataj,,,,1,,1,1,1
03 Varsha Rutu,G9.0,Granthi,,,1,,3,7,2,2
03 Varsha Rutu,G9.1,Granthi - Asthi Granthi,,,,,1,2,2,
03 Varsha Rutu,G9.10,Granthi (Garbhashaya),,,,,1,,1,
03 Varsha Rutu,G9.11,GRANTHI - BEEJAKOSHA,,,,,,,,1
03 Varsha Rutu,G9.2,Granthi - Kaphaja Granthi,,,,,,,1,
03 Varsha Rutu,G9.3,Granthi - Maamsaja Granthi,,,1,,2,2,,
03 Varsha Rutu,G9.4,Granthi - Medoja Granthi,,,,,1,1,1,1
03 Varsha Rutu,G9.7,Granthi - Siraa Granthi,,,1,8,18,20,14,12
03 Varsha Rutu,G9.8,Granthi - Vaataja Granthi,,,,,,,,1
03 Varsha Rutu,G9.9,Granthi - Vranaja Granthi,,,,,,,,1
03 Varsha Rutu,H1.0,Hikkaa,,,,,,1,,
03 Varsha Rutu,H2.0,Hridroga,,,11,3,9,8,13,2
03 Varsha Rutu,H2.1,Hridroga - Kaphaja Hridroga,,,1,,,,,
03 Varsha Rutu,H2.3,Hridroga - Pittaja Hridroga,,,1,,,,,
03 Varsha Rutu,H2.4,Hridroga - Saannipaatika Hridroga,,,1,,,,,
03 Varsha Rutu,H2.5,Hridroga - Vaataja Hridroga,,,1,,,,,
03 Varsha Rutu,J1.0,Jwara,,,2,1,2,10,2,7
03 Varsha Rutu,J1.1,Jvara- kapha,,,,1,,,,
03 Varsha Rutu,J1.2,Jvara- pitta,,,,1,,,,
03 Varsha Rutu,J1.5,Jvara-vata,,,,,1,,,
03 Varsha Rutu,J1.6,Jvara-vishama,,,1,1,2,1,1,
03 Varsha Rutu,K1.0,Kaamalaa,,,,2,1,1,,1
03 Varsha Rutu,K10.11,Kshudra Roga - Chippa,,,,,1,,,
03 Varsha Rutu,K10.15,Kshudra Roga - Indralupta,,,,,1,,,
03 Varsha Rutu,K10.23,Kshudra Roga - Kadara,,,,,1,2,1,
03 Varsha Rutu,K10.28,Kshudra Roga - Kunakha,,,,,,1,2,2
03 Varsha Rutu,K10.29,Kshudra Roga - Khalitya,,,1,1,1,,3,4
03 Varsha Rutu,K10.32,Kshudra Roga - Mukhadooshikaa,,,1,1,,,,1
03 Varsha Rutu,K10.38A,Kshudra Roga - Parikartikaa,,,,2,2,4,3,7
03 Varsha Rutu,K10.38B,Kshudra Roga - Parivartikaa,,,,,,,1,
03 Varsha Rutu,K10.52.0,Kshudra Roga - Vyanga,,,1,,,1,1,
03 Varsha Rutu,K10.52.5,Kshudra Roga - Yavaprakhyaa,,,,,1,,,
03 Varsha Rutu,K10.52.8,Kshudra Roga - Vaatakantaka,,,,,1,1,1,4
03 Varsha Rutu,K2.0,Kaasa,,,2,13,11,21,10,14
03 Varsha Rutu,K2.1,Kaasa- kapha,,,1,2,1,1,4,3
03 Varsha Rutu,K2.2,Kaasa- kshataja,,,,,,1,,
03 Varsha Rutu,K2.5,Kaasa- vata,,,1,1,2,,1,
03 Varsha Rutu,K3.0,Kandoo,,,,,4,4,5,1
03 Varsha Rutu,K3.1,Kandoo - Guda Kandoo,,,,,,,,1
03 Varsha Rutu,K4.0,Karna Roga,,,1,,2,1,1,1
03 Varsha Rutu,K4.1,Karna Roga - Karna   Pooyasraava,,,,,1,,1,
03 Varsha Rutu,K4.10,Karna Roga - Karnabaadhirya - Kaphaanubandha,,,,,,2,1,
03 Varsha Rutu,K4.11,Karna Roga - Karnabaadhirya - Shuddha Vaataja,,,,,1,,,3
03 Varsha Rutu,K4.12,Karna Roga - Karnagoothaka,,,,,,1,,
03 Varsha Rutu,K4.13,Karna Roga - Karnakandoo,,,,1,,,,1
03 Varsha Rutu,K4.14,Karna Roga - Karnakshveda,,,,,,,,2
03 Varsha Rutu,K4.16,Karna Roga - Karnapaaka,,,,,,,1,
03 Varsha Rutu,K4.19,Karna Roga - Karnashoola,,,1,,,,,
03 Varsha Rutu,K4.2,Karna Roga - Karna  Kleda,,,,1,,,,
03 Varsha Rutu,K4.20,Karna Roga - Karnashopha,,,,,,1,,
03 Varsha Rutu,K4.21,Karna Roga - Karnasraava,,,,,,1,,3
03 Varsha Rutu,K4.9,Karna Roga - Karnabaadhirya,,,,,1,,,
03 Varsha Rutu,K6.0,Klaibya,,,,,,1,2,
03 Varsha Rutu,K6.4,Klaibya - Dvajabhangaja,,,,,1,1,,
03 Varsha Rutu,K7.0,Klama,,,,,3,,,1
03 Varsha Rutu,K9.0,Kshudra Roga,,,4,10,8,12,9,6
03 Varsha Rutu,K9.4,Kshudra Roga - Alajee,,,,,,2,1,1
03 Varsha Rutu,M1,Madaatyaya,,,,,2,,1,
03 Varsha Rutu,M1.0,Madaatyaya - Paramada,,,,1,3,1,2,
03 Varsha Rutu,M1.4,Madaatyaya - Vaataja,,,1,,,,,
03 Varsha Rutu,M10.0,Medoroga,,,1,8,19,2,5,5
03 Varsha Rutu,M10.1,Medoroga - Sthula medho roga,,,39,46,21,20,21,16
03 Varsha Rutu,M10.2,Medoroga - Sukshma medho roga,,,1,,8,15,13,13
03 Varsha Rutu,M12.0,Mootra Dosha,,,1,2,,,1,
03 Varsha Rutu,M13.0,Mootra Roga,,,1,1,4,5,2,4
03 Varsha Rutu,M14.14,Mootra Roga - Mootraaghaata - Ushnavaata,,,,,1,,,1
03 Varsha Rutu,M14.15,Mootra Roga - Mootraaghaata - Vaataashthilaa,,,1,,,,,
03 Varsha Rutu,M14.5,Mootra Roga - Mootraaghaata - Mootragranthi,,,,,,,1,
03 Varsha Rutu,M16.0,Mootra Roga - Mootrakrichchhra,,,,,,1,5,6
03 Varsha Rutu,M16.2,Mootra Roga - Mootrakrichchhra - Kaphaja,,,,,,,,1
03 Varsha Rutu,M16.9,Mootra Roga - Mootrakrichchhra - Vaataja Mootrakrichchhra,,,,,1,1,,
03 Varsha Rutu,M18.10.10,Mukha Roga - Dantamoolagata Roga - Sheetaada,,,,,,,1,
03 Varsha Rutu,M18.10.12,Mukha Roga - Dantamoolagata Roga - Upakusha,,,,,,,1,
03 Varsha Rutu,M18.10.3,Mukha Roga - Dantamoolagata Roga - Dantapupputa,,,,,,,,1
03 Varsha Rutu,M18.11.0,Mukha Roga - Galagata Roga,,,2,,1,1,3,5
03 Varsha Rutu,M18.11.10,Mukha Roga - Galagata Roga - Gandamaalaa,,,,,,,,1
03 Varsha Rutu,M18.11.2,Mukha Roga - Galagata Roga - Galaganda,,,1,1,2,6,14,5
03 Varsha Rutu,M18.11.4,Mukha Roga - Galagata Roga - Galapaaka,,,,,,,,2
03 Varsha Rutu,M18.12.0,Mukha Roga - Gandagata Roga,,,,,1,,1,
03 Varsha Rutu,M18.14.0,Mukha Roga - Kanthagata Roga,,,,1,2,,,
03 Varsha Rutu,M18.14.17,Mukha Roga - Kanthagata Roga - Svaraghna,,,,,,1,,
03 Varsha Rutu,M18.19.4,Mukha Roga - Sarvagata - Mukhapaaka,,,,,,1,2,1
03 Varsha Rutu,M18.3,Mukha Roga  - Mukhadaaha,,,,,1,,,
03 Varsha Rutu,M18.9.0,Mukha Roga - Dantagata Roga,,,,1,,,,8
03 Varsha Rutu,M18.9.1,Mukha Roga - Dantagata Roga  - Danta Daurbalya,,,,,,,,4
03 Varsha Rutu,M18.9.2,Mukha Roga - Dantagata Roga  - Danta Maamsa Kandoo,,,,,,,1,21
03 Varsha Rutu,M18.9.3,Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka,,,,,,,,2
03 Varsha Rutu,M18.9.4,Mukha Roga - Dantagata Roga  - Danta Maamsa Shoola,,,,,,,,1
03 Varsha Rutu,M2.0,Madhumeha,,,15,14,28,135,206,185
03 Varsha Rutu,M5.0,Maanasa Roga,,,,,1,4,2,2
03 Varsha Rutu,M5.1,Maanasa Roga - Vishada,,,,,5,,3,
03 Varsha Rutu,M5.2,Maanasa Roga - Glaani,,,,,,,1,
03 Varsha Rutu,M5.3,Smriti Bhrmsha,,,,,5,1,1,1
03 Varsha Rutu,M6.0,Marma Viddha,,,,,4,4,,
03 Varsha Rutu,M6.16,Marma Viddha - Jaanu Viddha,,,,,1,1,1,
03 Varsha Rutu,M6.27,Marma Viddha - Maamsa Viddha,,,,,2,1,2,
03 Varsha Rutu,M6.38,Marma Viddha - Sandhi Viddha,,,,,3,,,
03 Varsha Rutu,M6.43,Marma Viddha - Snaayu Viddha,,,1,,3,2,1,3
03 Varsha Rutu,M6.8,Marma Viddha - Asthimarma Viddha,,,,1,,,1,
03 Varsha Rutu,M7.3,Masanumasika Dviteeya,,,,1,,,,
03 Varsha Rutu,M7.5,Masanumasika Panchama,,,1,,,,,
03 Varsha Rutu,M7.7,Masanumasika Saptama,,,1,,,,,
03 Varsha Rutu,MS G1.0,Greeva Graha,,,8,38,22,27,44,63
03 Varsha Rutu,MS M1.0,Mutrashteela,,,,2,1,5,14,4
03 Varsha Rutu,MS R1,Raktachapa,,,,2,6,8,8,12
03 Varsha Rutu,MS S1.0,Shukra Dushti,,,,,1,,,
03 Varsha Rutu,MS T1.0,Twak Vivarnya,,,3,1,2,3,4,
03 Varsha Rutu,N1.0,Naadee Vrana,,,,,,,,1
03 Varsha Rutu,N1.4,Naadee Vrana - Shalyaja,,,,,,,,1
03 Varsha Rutu,N2.0,Naasaa Roga,,,,,,,,1
03 Varsha Rutu,N2.1,Naasaa Roga -  Naasaavarodha,,,,,,,4,1
03 Varsha Rutu,N2.12,Naasaa Roga - Naasaanaaha,,,,,,4,,
03 Varsha Rutu,N2.16,Naasaa Roga - Naasaashosha,,,,,,,,1
03 Varsha Rutu,N2.18,Naasaa Roga - Peenasa,,,2,10,8,12,11,8
03 Varsha Rutu,N2.21.0,Naasaa Roga - Pratishyaaya,,,3,5,8,3,10,8
03 Varsha Rutu,N2.21.1,Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,,,1,1,2,2,,2
03 Varsha Rutu,N2.21.2,Naasaa Roga - Pratishyaaya - Kaphaja Pratishyaaya,,,2,,,1,1,1
03 Varsha Rutu,N2.21.7,Naasaa Roga - Pratishyaaya - Vaataja Pratishyaaya,,,,1,,1,,
03 Varsha Rutu,N2.9,Naasaa Roga - Kshavathu,,,,,1,,1,
03 Varsha Rutu,N4.0,Netra Roga,,,,6,25,16,44,19
03 Varsha Rutu,N4.10,Netra Roga - Gharsha,,,,,,,,1
03 Varsha Rutu,N4.12,Netra Roga - Kandoo,,,,,,,,1
03 Varsha Rutu,N4.13,Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,,,,,,1,1,1
03 Varsha Rutu,N4.19,Netra Roga - Netra Daaha,,,,,1,,,
03 Varsha Rutu,N4.27,Netra Roga - Paichchhilya,,,,,,,,1
03 Varsha Rutu,N4.35,Netra Roga - Triteeya Patalagata Timira,,,,,,3,2,10
03 Varsha Rutu,N4.4,Netra Roga  - Alpashopha Akshipaaka,,,,,,,1,1
03 Varsha Rutu,N4.40.0,Netra Roga - Drishtigata,,,,,,1,,
03 Varsha Rutu,N4.40.15,Netra Roga - Drishtigata - Kaphavidagdha Drishti,,,,,,1,,
03 Varsha Rutu,N4.40.16.0,Netra Roga - Drishtigata - Linganaasha,,,,,,,1,
03 Varsha Rutu,N4.40.16.3,Netra Roga - Drishtigata - Linganaasha - Kaphaja,,,,,,,1,
03 Varsha Rutu,N4.40.19,Netra Roga - Drishtigata - Pittavidagdha Drishti,,,1,,,2,,
03 Varsha Rutu,N4.40.20.0,Netra Roga - Drishtigata - Timira,,,1,,,1,,
03 Varsha Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,,,,,,5,2,1
03 Varsha Rutu,N4.40.5,Netra Roga - Drishtigata - Doshaandhya,,,,,,1,,
03 Varsha Rutu,N4.40.8,Netra Roga - Drishtigata - Kaacha Roga,,,1,,,,,
03 Varsha Rutu,N4.40.9,Netra Roga - Drishtigata - Kaacha Roga - Kaphaja,,,,,,3,,
03 Varsha Rutu,N4.42.0,Netra Roga - Krishnagata,,,,,,1,,
03 Varsha Rutu,N4.42.2.1,Netra Roga - Krishnagata - Shukra Netra Roga - Avrana Shukra,,,,,,,,1
03 Varsha Rutu,N4.45,Netra Roga - Raktaja,,,,,,1,,
03 Varsha Rutu,N4.46.2.0,Netra Roga - Shuklagata - Arma,,,,,1,,,
03 Varsha Rutu,N4.46.2.1,Netra Roga - Shuklagata - Arma - Adhimaamsa Arma,,,,,,1,,1
03 Varsha Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,,,,,,1,1,
03 Varsha Rutu,N4.46.2.5,Netra Roga - Shuklagata - Arma - Snaavyaarma,,,,,,,,1
03 Varsha Rutu,N4.47.6,Netra Roga - Shuklagata - Siraaharsha,,,,,,1,,
03 Varsha Rutu,N4.50.1.0,Netra Roga - Sarvagata - Abhishyanda,,,,,,,1,
