season,Code,description,cnt
04 Sharad Rutu,K9.0,Kshudra Roga,37
04 Sharad Rutu,A11.0,Arshas,35
04 Sharad Rutu,V16.0,Vrikka Roga,34
04 Sharad Rutu,S18.0,Swastha,33
04 Sharad Rutu,B3.0,Bhagna,32
04 Sharad Rutu,H2.0,Hridroga,31
04 Sharad Rutu,J1.0,Jwara,31
04 Sharad Rutu,P5.4,Prameha - Upadrava,31
04 Sharad Rutu,M10.0,Medoroga,30
04 Sharad Rutu,S3.0,Shotha,28
04 Sharad Rutu,V2.2,Vaatavyaadhi - Aadhmaana,28
04 Sharad Rutu,S0.0,Saamavata,27
04 Sharad Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,27
04 Sharad Rutu,A12.0,Artava Vyapad,23
04 Sharad Rutu,MS M1.0,Mutrashteela,22
04 Sharad Rutu,S13.19,Sthaanabhedena Graha - Prishtha Graha,22
04 Sharad Rutu,A6.2,Amlapitta-Urdhwaga,21
04 Sharad Rutu,B5,Bhrama,21
04 Sharad Rutu,K10.38A,Kshudra Roga - Parikartikaa,21
04 Sharad Rutu,A13.0,Ashmaree,20
04 Sharad Rutu,V5.1,Vibandha - Mala Vibandha,20
04 Sharad Rutu,S3.3,Shrama,19
04 Sharad Rutu,V2.77,Vaatavyaadhi - Vishvaachee,19
04 Sharad Rutu,Y1,Yakrit Dosha,19
04 Sharad Rutu,S14.3,Sthaanabhedena Shoola - Amsa Shoola,17
04 Sharad Rutu,V2.30,Vaatavyaadhi - Jaanugata Vaata,17
04 Sharad Rutu,A5.0,Ajeerna,16
04 Sharad Rutu,K3.0,Kandoo,16
04 Sharad Rutu,M18.11.2,Mukha Roga - Galagata Roga - Galaganda,16
04 Sharad Rutu,M6.43,Marma Viddha - Snaayu Viddha,16
04 Sharad Rutu,S16.1,Stree Roga,16
04 Sharad Rutu,V13.3,Vrana - Dushta Vrana,16
04 Sharad Rutu,G8.0,Grahanee,15
04 Sharad Rutu,M13.0,Mootra Roga,15
04 Sharad Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,15
04 Sharad Rutu,S17.0,Supti,15
04 Sharad Rutu,MS T1.0,Twak Vivarnya,14
04 Sharad Rutu,N2.21.1,Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,14
04 Sharad Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,14
04 Sharad Rutu,k12.9,Kushtha-kitibha,14
04 Sharad Rutu,G9.0,Granthi,13
04 Sharad Rutu,M18.11.0,Mukha Roga - Galagata Roga,13
04 Sharad Rutu,O1.4,Ojavikriti - Ojovisramsa,13
04 Sharad Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,13
04 Sharad Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,13
04 Sharad Rutu,A9.0,Arbuda,12
04 Sharad Rutu,D1.0,Dourbalya,12
04 Sharad Rutu,K10.29,Kshudra Roga - Khalitya,12
04 Sharad Rutu,P5.5,Pramehajanya - Netraroga,12
04 Sharad Rutu,S10.4,Stambha - Greevaa Stambha,12
04 Sharad Rutu,S18.1,Swaasthya Pareeksha,12
04 Sharad Rutu,S2.14,Shiroroga - Ardhaavabhedaka,12
04 Sharad Rutu,A4.0,Agnimaandya,11
04 Sharad Rutu,K10.52.8,Kshudra Roga - Vaatakantaka,11
04 Sharad Rutu,M16.0,Mootra Roga - Mootrakrichchhra,11
04 Sharad Rutu,N4.35,Netra Roga - Triteeya Patalagata Timira,11
04 Sharad Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,11
04 Sharad Rutu,P2.0,Pandu,11
04 Sharad Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,11
04 Sharad Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,11
04 Sharad Rutu,M18.9.2,Mukha Roga - Dantagata Roga  - Danta Maamsa Kandoo,10
04 Sharad Rutu,M6.27,Marma Viddha - Maamsa Viddha,10
04 Sharad Rutu,S16.10,Stree Roga - Shvetapradara,10
04 Sharad Rutu,S16.20.0,Stree Roga - Raktapradara,10
04 Sharad Rutu,V5.0,Vibandha,10
04 Sharad Rutu,M5.0,Maanasa Roga,9
04 Sharad Rutu,M5.1,Maanasa Roga - Vishada,9
04 Sharad Rutu,P5.3,Prameha - Sthula,9
04 Sharad Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,9
04 Sharad Rutu,V13.0,Vrana,9
04 Sharad Rutu,A12.10,Artava Vyapad - Artava Kshaya,8
04 Sharad Rutu,A8.0,Apasmaara,8
04 Sharad Rutu,B1.9,Baala Roga -  Samvardana Vikara,8
04 Sharad Rutu,G10.0,Guda Roga,8
04 Sharad Rutu,M18.9.1,Mukha Roga - Dantagata Roga  - Danta Daurbalya,8
04 Sharad Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,8
04 Sharad Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,8
04 Sharad Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,8
04 Sharad Rutu,S5.0,Shvitra,8
04 Sharad Rutu,k12.5,Kushtha-dadru,8
04 Sharad Rutu,A12.11,ARTAVA VYAPAD - Pushpaghni Jataharini,7
04 Sharad Rutu,A7.0,Anaha,7
04 Sharad Rutu,A7A.0,Anidra,7
04 Sharad Rutu,K4.14,Karna Roga - Karnakshveda,7
04 Sharad Rutu,K7.0,Klama,7
04 Sharad Rutu,S1.0,Sheetapitta,7
04 Sharad Rutu,S13.0,Sthaanabhedena Graha,7
04 Sharad Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,7
04 Sharad Rutu,U1.0,Udaavarta,7
04 Sharad Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,7
04 Sharad Rutu,A2.3,Aamavaata - Vaataja,6
04 Sharad Rutu,G13.0,Gulma,6
04 Sharad Rutu,K2.1,Kaasa- kapha,6
04 Sharad Rutu,K4.0,Karna Roga,6
04 Sharad Rutu,M5.3,Smriti Bhrmsha,6
04 Sharad Rutu,N2.21.7,Naasaa Roga - Pratishyaaya - Vaataja Pratishyaaya,6
04 Sharad Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,6
04 Sharad Rutu,V2.47,Vaatavyaadhi - Manyaastambha,6
04 Sharad Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,6
04 Sharad Rutu,A13.2,Ashmaree - Pittaja,5
04 Sharad Rutu,A16.0,Atisaara,5
04 Sharad Rutu,A6.1,Amlapitta-Adhoga,5
04 Sharad Rutu,A9.2,Arbuda - Maamsaja,5
04 Sharad Rutu,Anidra,A7A.0,5
04 Sharad Rutu,G6.0,Garbhini,5
04 Sharad Rutu,M1.0,Madaatyaya - Paramada,5
04 Sharad Rutu,M18.9.0,Mukha Roga - Dantagata Roga,5
04 Sharad Rutu,P3.0,Pidaka,5
04 Sharad Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,5
04 Sharad Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,5
04 Sharad Rutu,V2.38,Vaatavyaadhi - Khanja,5
04 Sharad Rutu,V9.0,Visarpa,5
04 Sharad Rutu,k12.16,Kushtha-vicharchika,5
04 Sharad Rutu,k12.17,Kushtha-vipadika,5
04 Sharad Rutu,A1.0,Aamadosha,4
04 Sharad Rutu,A11.10,Arsha - Raktaja Arsha,4
04 Sharad Rutu,A12.1,Artava Vyapad - Anartava,4
04 Sharad Rutu,D0.1,Daaha - Sthaanabhedena,4
04 Sharad Rutu,G9.4,Granthi - Medoja Granthi,4
04 Sharad Rutu,K1.0,Kaamalaa,4
04 Sharad Rutu,K10.28,Kshudra Roga - Kunakha,4
04 Sharad Rutu,M18.14.0,Mukha Roga - Kanthagata Roga,4
04 Sharad Rutu,M6.0,Marma Viddha,4
04 Sharad Rutu,M6.16,Marma Viddha - Jaanu Viddha,4
04 Sharad Rutu,M6.38,Marma Viddha - Sandhi Viddha,4
04 Sharad Rutu,N4.13,Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,4
04 Sharad Rutu,N4.40.20.0,Netra Roga - Drishtigata - Timira,4
04 Sharad Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,4
04 Sharad Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,4
04 Sharad Rutu,S17.1,Supti - Paada Supti,4
04 Sharad Rutu,S1A.0,Shoola,4
04 Sharad Rutu,U4.0,Unmaada,4
04 Sharad Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,4
04 Sharad Rutu,V2.7,Vaatavyaadhi - Ardita,4
04 Sharad Rutu,V3.3,VANDHYATWA - ANAPATYA,4
04 Sharad Rutu,k8.0,Kshaya,4
04 Sharad Rutu,A2.1,Aamavaata - Kaphaja,3
04 Sharad Rutu,B1.0,Baala Roga,3
04 Sharad Rutu,B2.0,Bhagandara,3
04 Sharad Rutu,D0.8,Daaha - Sthaanabhedena - Paada Daaha,3
04 Sharad Rutu,H2.5,Hridroga - Vaataja Hridroga,3
04 Sharad Rutu,J1.6,Jvara-vishama,3
04 Sharad Rutu,K10.23,Kshudra Roga - Kadara,3
04 Sharad Rutu,K10.32,Kshudra Roga - Mukhadooshikaa,3
04 Sharad Rutu,K10.52.0,Kshudra Roga - Vyanga,3
04 Sharad Rutu,K4.10,Karna Roga - Karnabaadhirya - Kaphaanubandha,3
04 Sharad Rutu,K4.13,Karna Roga - Karnakandoo,3
04 Sharad Rutu,K4.19,Karna Roga - Karnashoola,3
04 Sharad Rutu,M6.3,Marma Viddha - Amsa Viddha,3
04 Sharad Rutu,M6.8,Marma Viddha - Asthimarma Viddha,3
04 Sharad Rutu,N2.1,Naasaa Roga -  Naasaavarodha,3
04 Sharad Rutu,N4.19,Netra Roga - Netra Daaha,3
04 Sharad Rutu,N4.40.20.6,Netra Roga - Drishtigata - Timira - Vaataja Timira,3
04 Sharad Rutu,S10.12,Stambha - Sandhi Stambha,3
04 Sharad Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,3
04 Sharad Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,3
04 Sharad Rutu,S16.29.1,Stree Roga - Yoni Kandoo,3
04 Sharad Rutu,S16.30.0,Stree Roga - Yonivyaapad,3
04 Sharad Rutu,S16.30.9,Stree Roga - Yonivyaapad - Kaphajaa,3
04 Sharad Rutu,S16.9,Stree Roga - Raja Kshaya,3
04 Sharad Rutu,S2.0,Shiroroga,3
04 Sharad Rutu,S4.4,Shvaasa-tamaka shvasa,3
04 Sharad Rutu,U3.0,Udarda,3
04 Sharad Rutu,V1.2,Vaatarakta - Gambheera,3
04 Sharad Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,3
04 Sharad Rutu,V15.1,Vriddhi - Aantraja,3
04 Sharad Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,3
04 Sharad Rutu,V2.53,Vaatavyaadhi - Paadadaaha,3
04 Sharad Rutu,V2.57,Vaatavyaadhi - Pangutva,3
04 Sharad Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,3
04 Sharad Rutu,V6.0,Vidradhi,3
04 Sharad Rutu,Y8.13,Yonivyaapad - Pariplutaa,3
04 Sharad Rutu,A2.2,Aamavaata - Pittaja,2
04 Sharad Rutu,A5.2,Ajeerna-Amajeerna,2
04 Sharad Rutu,A9.3,Arbuda - Medoja Arbuda,2
04 Sharad Rutu,D0.0,Daaha,2
04 Sharad Rutu,G9.1,Granthi - Asthi Granthi,2
04 Sharad Rutu,G9.10,Granthi (Garbhashaya),2
04 Sharad Rutu,G9.11,GRANTHI - BEEJAKOSHA,2
04 Sharad Rutu,G9.3,Granthi - Maamsaja Granthi,2
04 Sharad Rutu,H2.3,Hridroga - Pittaja Hridroga,2
04 Sharad Rutu,H2.4,Hridroga - Saannipaatika Hridroga,2
04 Sharad Rutu,K10.38,Kshudra Roga - Parivartikaa,2
04 Sharad Rutu,K10.52.5,Kshudra Roga - Yavaprakhyaa,2
04 Sharad Rutu,K2.5,Kaasa- vata,2
04 Sharad Rutu,K4.11,Karna Roga - Karnabaadhirya - Shuddha Vaataja,2
04 Sharad Rutu,K4.21,Karna Roga - Karnasraava,2
04 Sharad Rutu,K4.9,Karna Roga - Karnabaadhirya,2
04 Sharad Rutu,K6.0,Klaibya,2
04 Sharad Rutu,K9.4,Kshudra Roga - Alajee,2
04 Sharad Rutu,M1.1,Madaatyaya - Pittaja,2
04 Sharad Rutu,M16.9,Mootra Roga - Mootrakrichchhra - Vaataja Mootrakrichchhra,2
04 Sharad Rutu,M18.10.10,Mukha Roga - Dantamoolagata Roga - Sheetaada,2
04 Sharad Rutu,M18.11.4,Mukha Roga - Galagata Roga - Galapaaka,2
04 Sharad Rutu,M5.2,Maanasa Roga - Glaani,2
04 Sharad Rutu,N2.0,Naasaa Roga,2
04 Sharad Rutu,N2.21.2,Naasaa Roga - Pratishyaaya - Kaphaja Pratishyaaya,2
04 Sharad Rutu,N2.21.3,Naasaa Roga - Pratishyaaya - Pittaja Pratishyaaya,2
04 Sharad Rutu,N4.1,Netra Roga - Abhishyanda,2
04 Sharad Rutu,N4.12,Netra Roga - Kandoo,2
04 Sharad Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,2
04 Sharad Rutu,N4.6,Netra Roga - Ashrusraava,2
04 Sharad Rutu,O1.2,Ojavikriti - Ojakshaya,2
04 Sharad Rutu,P5.1,Prameha - Krusha,2
04 Sharad Rutu,P5.2,Prameha - Pidaka,2
04 Sharad Rutu,S14.15,Sthaanabhedena Shoola - Hasta Shoola,2
04 Sharad Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,2
04 Sharad Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,2
04 Sharad Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,2
04 Sharad Rutu,S16.3,Stree Roga - Anaartava,2
04 Sharad Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,2
04 Sharad Rutu,S16.30.22,Stree Roga - Yonivyaapad - Sramsinee,2
04 Sharad Rutu,S16.30.23,Stree Roga - Yonivyaapad - Udaavartaa,2
04 Sharad Rutu,S16.30.26,Stree Roga - Yonivyaapad - Vaatalaa,2
04 Sharad Rutu,S1A.2,Shoola - Annadrava Shoola,2
04 Sharad Rutu,S2.11,Shiroroga - Shirogaurava,2
04 Sharad Rutu,S2.16.1,Shiroroga - Kaphaja Shiroroga - Shirahshoola,2
04 Sharad Rutu,U2.0,Udara,2
04 Sharad Rutu,U2.4,Udara- yakrut-pleeha,2
04 Sharad Rutu,U4.7,Unmaada - Manokhedaja,2
04 Sharad Rutu,V2.15,Vaatavyaadhi - Baadhirya,2
04 Sharad Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,2
04 Sharad Rutu,V2.24,Vaatavyaadhi - Gudasthita Vaata,2
04 Sharad Rutu,V2.44,Vaatavyaadhi - Majjaagata Vaata,2
04 Sharad Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,2
04 Sharad Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,2
04 Sharad Rutu,V3.0,Vandhyatava,2
04 Sharad Rutu,V3.1,Vandhyatava - Kaka Vandya,2
04 Sharad Rutu,V3.2,Vandhyatava - Vandya,2
04 Sharad Rutu,Y8.10,Yonivyaapad - Karninee,2
04 Sharad Rutu,Y8.22,Yonivyaapad - Sramsinee,2
04 Sharad Rutu,A10.0,Arochaka,1
04 Sharad Rutu,A11.1,Arsha - Charmakeela,1
04 Sharad Rutu,A12.2,Artava Vyapad - Granthibhuta,1
04 Sharad Rutu,A12.6,Artava Vyapad - Mutra Pureesha gandhi,1
04 Sharad Rutu,A13.3,Ashmaree - Pittaja - Shoola,1
04 Sharad Rutu,A14.0,Asragdhara,1
04 Sharad Rutu,A16.2,Atisaara- pitta,1
04 Sharad Rutu,A16.6,Atisaara-Vata,1
04 Sharad Rutu,A5.1,Ajeerna- vidagdhajeerna,1
04 Sharad Rutu,A9.1,Arbuda - Kaphaja,1
04 Sharad Rutu,A9.4,Arbuda - Medoja Arbuda - Shuddha Vrana,1
04 Sharad Rutu,B1.34,Baala Roga - Krimi Roga,1
04 Sharad Rutu,B2.1,Bhagandara - Arsho Bhagandara,1
04 Sharad Rutu,G9.6,Granthi - Raktaja Granthi,1
04 Sharad Rutu,G9.9,Granthi - Vranaja Granthi,1
04 Sharad Rutu,J1.1,Jvara- kapha,1
04 Sharad Rutu,J1.2,Jvara- pitta,1
04 Sharad Rutu,J1.4,Jvara-sannipata,1
04 Sharad Rutu,K10.27,Kshudra Roga - Kotha,1
04 Sharad Rutu,K10.51,Kshudra Roga - Vrishana Kachchhoo,1
04 Sharad Rutu,K2.2,Kaasa- kshataja,1
04 Sharad Rutu,K2.3,Kaasa- kshayaja,1
04 Sharad Rutu,K4.1,Karna Roga - Karna   Pooyasraava,1
04 Sharad Rutu,K4.24,Karna Roga - Pootikarnaka,1
04 Sharad Rutu,K6.14,Klaibya - Shukrakshayaja,1
04 Sharad Rutu,K6.3,Klaibya - Dhaatukshayaja,1
04 Sharad Rutu,M1,Madaatyaya,1
04 Sharad Rutu,M1.4,Madaatyaya - Vaataja,1
04 Sharad Rutu,M12.0,Mootra Dosha,1
04 Sharad Rutu,M14.0,Mootra Roga - Mootraaghaata,1
04 Sharad Rutu,M14.14,Mootra Roga - Mootraaghaata - Ushnavaata,1
04 Sharad Rutu,M18.0,Mukha Roga  - Mukha Shosha,1
04 Sharad Rutu,M18.10.0,Mukha Roga - Dantamoolagata Roga,1
04 Sharad Rutu,M18.10.12,Mukha Roga - Dantamoolagata Roga - Upakusha,1
04 Sharad Rutu,M18.11.10,Mukha Roga - Galagata Roga - Gandamaalaa,1
04 Sharad Rutu,M18.11.6,Mukha Roga - Galagata Roga - Galashundika,1
04 Sharad Rutu,M18.14.18,Mukha Roga - Kanthagata Roga - Tundeekeree,1
04 Sharad Rutu,M18.19.4,Mukha Roga - Sarvagata - Mukhapaaka,1
04 Sharad Rutu,M18.2,Mukha Roga  - Mukha Vairasya,1
04 Sharad Rutu,M18.3,Mukha Roga  - Mukhadaaha,1
04 Sharad Rutu,M18.9.21,Mukha Roga - Dantagata Roga - Krimidanta,1
04 Sharad Rutu,M18.9.25,Mukha Roga - Dantagata Roga - Sheetadanta,1
04 Sharad Rutu,M18.9.3,Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka,1
04 Sharad Rutu,M18.9.4,Mukha Roga - Dantagata Roga  - Danta Maamsa Shoola,1
04 Sharad Rutu,M18.9.6,Mukha Roga - Dantagata Roga  - Danta Shoola,1
04 Sharad Rutu,M18.9.8,Mukha Roga - Dantagata Roga  - Dantagata Raktasraava,1
04 Sharad Rutu,M6.13,Marma Viddha - Gulpha Viddha,1
04 Sharad Rutu,M6.29,Marma Viddha - Manibandha Viddha,1
04 Sharad Rutu,N1.0,Naadee Vrana,1
04 Sharad Rutu,N1.5,Naadee Vrana - Vaataja,1
04 Sharad Rutu,N2.2,Naasaa Roga - Apeenasa,1
04 Sharad Rutu,N3.13,Napumsakatva - Shandha,1
04 Sharad Rutu,N4.24,Netra Roga - Netra Shoola,1
04 Sharad Rutu,N4.38,Netra Roga - Vaataja Abhishyanda + Shoola,1
04 Sharad Rutu,N4.40.16.0,Netra Roga - Drishtigata - Linganaasha,1
04 Sharad Rutu,N4.42.0,Netra Roga - Krishnagata,1
04 Sharad Rutu,N4.46.0,Netra Roga - Shuklagata,1
04 Sharad Rutu,N4.46.2.1,Netra Roga - Shuklagata - Arma - Adhimaamsa Arma,1
04 Sharad Rutu,N4.47.7,Netra Roga - Shuklagata - Siraaja Pidakaa,1
04 Sharad Rutu,N4.49.0,Netra Roga - Sandhigata,1
04 Sharad Rutu,N4.49.5,Netra Roga - Sandhigata - Pooyaalasa,1
04 Sharad Rutu,N4.50.1.5,Netra Roga - Sarvagata - Abhishyanda - Vaataja Abhishyanda,1
04 Sharad Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,1
04 Sharad Rutu,N4.50.2.1,Netra Roga - Sarvagata - Adhimantha - Kaphaja Adhimantha,1
04 Sharad Rutu,N4.52.3,Netra Roga - Vartmagata - Anjananaamikaa,1
04 Sharad Rutu,N4.53.11,Netra Roga - Vartmagata - Krichchhronmeelana,1
04 Sharad Rutu,N4.53.13.0,Netra Roga - Vartmagata - Kumbheekaa,1
04 Sharad Rutu,N4.54.15,Netra Roga - Vartmagata - Nimesha,1
04 Sharad Rutu,O1.0,Ojavikriti,1
04 Sharad Rutu,P2.2,Pandu- pitta,1
04 Sharad Rutu,S13.1,Sthaanabhedena Graha - Anga Graha,1
04 Sharad Rutu,S13.13,Sthaanabhedena Graha - Manyaa Graha,1
04 Sharad Rutu,S13.17,Sthaanabhedena Graha - Paada Graha,1
04 Sharad Rutu,S13.18,Sthaanabhedena Graha - Paarshva Graha,1
04 Sharad Rutu,S13.7,Sthaanabhedena Graha - Jaanugraha,1
04 Sharad Rutu,S13.8,Sthaanabhedena Graha - Janghaa Graha,1
04 Sharad Rutu,S14.19,Sthaanabhedena Shoola - Kantha Shoola,1
04 Sharad Rutu,S14.25.0,Sthaanabhedena Shoola - Medhra Shoola,1
04 Sharad Rutu,S15.30,Sthaanabhedena Shoola - Ooru Shoola,1
04 Sharad Rutu,S15.34,Sthaanabhedena Shoola - Parva Shoola,1
04 Sharad Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,1
04 Sharad Rutu,S15.45,Sthaanabhedena Shoola - Sphik Shoola,1
04 Sharad Rutu,S16.2,Stree Roga - Aartavanaasha,1
04 Sharad Rutu,S16.20.7,STREEROGA - RAJONIVRITHI,1
04 Sharad Rutu,S16.29.0,Stree Roga - Stanyanaasha,1
04 Sharad Rutu,S16.30.12,Stree Roga - Yonivyaapad - Mahaayoni,1
04 Sharad Rutu,S16.30.15,Stree Roga - Yonivyaapad - Pittalaa,1
04 Sharad Rutu,S16.30.27,Stree Roga - Yonivyaapad - Vandhyaa,1
04 Sharad Rutu,S1A.4,Shoola - Parinaama Shoola,1
04 Sharad Rutu,S2.13,Shiroroga - Anantavaata,1
04 Sharad Rutu,S2.15.0,Shiroroga - Kapaalagata Shiroroga,1
04 Sharad Rutu,S2.15.5,Shirorog - Kapaalagata Shiroroga - Paalitya,1
04 Sharad Rutu,S2.23,Shiroroga - Shirah Kampa,1
04 Sharad Rutu,S2.24,Shiroroga - Sooryaavarta Shiroroga,1
04 Sharad Rutu,S2.25.2,Shiroroga - Vaataja Shiroroga - Shirahshoola,1
04 Sharad Rutu,S2.4,Shiroroga - Shankha Shoola,1
04 Sharad Rutu,S2.5,Shiroroga - Shira Abhihata,1
04 Sharad Rutu,S8.0,Snaayuka,1
04 Sharad Rutu,U2.3,Udara- vata,1
04 Sharad Rutu,U2.6,Udara-jalodara,1
04 Sharad Rutu,V.10,Vatavyadhi - Avrita Vata,1
04 Sharad Rutu,V1.3,Vaatarakta - Kapha Vaataja,1
04 Sharad Rutu,V1.5,Vaatarakta - Pittaadhika Vaatarakta,1
04 Sharad Rutu,V1.7,Vaatarakta - Uttaana,1
04 Sharad Rutu,V1.8,Vaatarakta - Vaata Kaphaja,1
04 Sharad Rutu,V1.9,Vaatarakta - Vaataadhika Vaatarakta,1
04 Sharad Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,1
04 Sharad Rutu,V10.24,Vatavyadhi - Avrita Vata - Raktavrita Vata,1
04 Sharad Rutu,V13.1.0,Vrana - Aagantuja (Sadyo) Vrana,1
04 Sharad Rutu,V13.1.3,Vrana - Aagantuja (Sadyo) Vrana - Dagdha Vrana,1
04 Sharad Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,1
04 Sharad Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,1
04 Sharad Rutu,V2.34.2,Vaatavyaadhi - Kampa - Greevaa Kampa,1
04 Sharad Rutu,V2.40,Vaatavyaadhi - Kroshtukasheersha,1
04 Sharad Rutu,V2.43,Vaatavyaadhi - Maamsamedogata Vaata,1
04 Sharad Rutu,V2.45,Vaatavyaadhi - Majjaasthigata Vaata,1
04 Sharad Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,1
04 Sharad Rutu,V2.49,Vaatavyaadhi - Minmin,1
04 Sharad Rutu,V2.51,Vaatavyaadhi - Naanaatmaja,1
04 Sharad Rutu,V2.65,Vaatavyaadhi - Shaakhaagata Vaata,1
04 Sharad Rutu,V2.71,Vaatavyaadhi - Toonee,1
04 Sharad Rutu,V2.72,Vaatavyaadhi - Trikgata Vaata,1
04 Sharad Rutu,V2.74,Vaatavyaadhi - Urugata Vaata,1
04 Sharad Rutu,V6.11,Vidradhi - Majjajaata,1
04 Sharad Rutu,V6.3,Vidradhi - Baahya,1
04 Sharad Rutu,k12.10,Kushtha-mandala,1
04 Sharad Rutu,k12.12,Kushtha-pundarika,1
04 Sharad Rutu,k12.15,Kushtha-sidhma,1
04 Sharad Rutu,k12.18,Kushtha-visphotaka,1
04 Sharad Rutu,k12.2,Kushtha-Audumbara,1
04 Sharad Rutu,k12.6,Kushtha-ekakushta,1
04 Sharad Rutu,sandhigata vaa,,1
05 Hemant Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,903
05 Hemant Rutu,V2.23,Vaatavyaadhi - Gridhrasee,635
05 Hemant Rutu,V2.0,Vaatavyaadhi,525
05 Hemant Rutu,M2.0,Madhumeha,385
05 Hemant Rutu,P5.0,Prameha,338
05 Hemant Rutu,V2.10,Vaatavyaadhi - Avabaahuka,248
05 Hemant Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,230
05 Hemant Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,228
05 Hemant Rutu,A2.0,Aamavaata,225
05 Hemant Rutu,S16.0,Sthaulya,192
05 Hemant Rutu,MS G1.0,Greeva Graha,146
05 Hemant Rutu,M10.1,Medoroga - Sthula medho roga,131
05 Hemant Rutu,A3.0,Abhighataja Shoola,125
05 Hemant Rutu,V1.0,Vaatarakta,125
05 Hemant Rutu,A6.0,Amlapitta,123
05 Hemant Rutu,S14.0,Sthaanabhedena Shoola,95
05 Hemant Rutu,K2.0,Kaasa,78
05 Hemant Rutu,N4.0,Netra Roga,61
05 Hemant Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,56
05 Hemant Rutu,k12.0,Kushtha,56
05 Hemant Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,45
05 Hemant Rutu,S4.0,Shvaasa,43
05 Hemant Rutu,G9.7,Granthi - Siraa Granthi,42
05 Hemant Rutu,K9.0,Kshudra Roga,42
05 Hemant Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,42
05 Hemant Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,41
05 Hemant Rutu,M10.2,Medoroga - Sukshma medho roga,40
05 Hemant Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,37
05 Hemant Rutu,V2.34.0,Vaatavyaadhi - Kampa,36
05 Hemant Rutu,MS R1,Raktachapa,34
05 Hemant Rutu,S2.10,Shiroroga - Shirahshoola,34
05 Hemant Rutu,N2.18,Naasaa Roga - Peenasa,33
05 Hemant Rutu,V2.2,Vaatavyaadhi - Aadhmaana,33
05 Hemant Rutu,M10.0,Medoroga,30
05 Hemant Rutu,S18.0,Swastha,29
05 Hemant Rutu,A11.0,Arshas,27
05 Hemant Rutu,B3.0,Bhagna,27
05 Hemant Rutu,N2.21.0,Naasaa Roga - Pratishyaaya,26
05 Hemant Rutu,P5.4,Prameha - Upadrava,26
